phase,step,max_steps,lr,loss,loss/raw_sum,loss/weighted_no_reg,loss/total,loss/g_ws,loss/g_red,loss/g_margin,loss/g_self,loss/g_selfpass,loss/g_lim,loss/g_rot,loss/g_man,loss/g_iso,loss/g_sigma,mask/g_red_den,mask/g_margin_den,mask/g_self_den,mask/g_selfpass_den,mask/g_lim_den,mask/g_rot_den,mask/g_man_den,mask/g_iso_den,mask/g_sigma_den,ws_acc,ws_precision,ws_recall,ws_f1,g_red_mae,g_red_rmse,g_margin_mae,g_margin_rmse,g_self_mae,g_self_rmse,g_selfpass_mae,g_selfpass_rmse,g_lim_mae,g_lim_rmse,g_rot_mae,g_rot_rmse,g_man_mae,g_man_rmse,g_iso_mae,g_iso_rmse,g_sigma_mae,g_sigma_rmse
val,40500,50000,,-2.9147498959302904,0.5509860295802355,0.5509860295802355,,,,,,,,,,,,,,,,,,,,,0.965,0.9736358062538321,0.98328173374613,0.9784349969192854,0.1122564832307975,0.15169214378891085,0.12555427983541606,0.18341771803949644,0.09188403418927739,0.1869136864986338,0.0018114321003019256,0.023097758859329846,0.05775146515745866,0.07265379252495167,0.11151449398451914,0.1569621333762252,0.011996903564873217,0.018570103096678572,0.020544673811540515,0.039881711584997905,0.045015518002834855,0.064946487873906
train,40600,50000,0.0001,-3.1488277912139893,0.31690818071365356,0.31690818071365356,-3.1488277912139893,0.0946037769317627,0.04253893718123436,0.08874034136533737,0.01628701202571392,2.0550481849568314e-07,0.011549988761544228,0.05395092815160751,0.0020960536785423756,0.001138554885983467,0.006002342794090509,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,40700,50000,0.0001,-3.124988317489624,0.340747207403183,0.340747207403183,-3.124988317489624,0.1463189572095871,0.042152196168899536,0.04713132604956627,0.0016425292706117034,5.851122182320978e-07,0.018467936664819717,0.05976672098040581,0.00010221027332590893,0.014007550664246082,0.011157217435538769,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,40800,50000,0.0001,-3.2502822875976562,0.21545349061489105,0.21545349061489105,-3.2502822875976562,0.05296061933040619,0.05720046907663345,0.04042007029056549,1.5493449609493837e-05,4.1717368048921344e-07,0.01306529063731432,0.022183680906891823,7.031880522845313e-05,0.0015573817072436213,0.027979740872979164,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,40900,50000,0.0001,-3.3502488136291504,0.11548720300197601,0.11548720300197601,-3.3502488136291504,0.0010703790467232466,0.02878762036561966,0.024583598598837852,1.0109760296472814e-05,3.4411662852562586e-08,0.022657323628664017,0.018307916820049286,0.00014479280798695982,0.0008110151393339038,0.019114404916763306,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,41000,50000,0.0001,-3.310446262359619,0.15528953075408936,0.15528953075408936,-3.310446262359619,0.0016158752841874957,0.03714793920516968,0.030925163999199867,2.1378637029556558e-05,6.057705803641511e-08,0.024788973852992058,0.03130555525422096,4.503075251705013e-05,0.0013926915125921369,0.028046853840351105,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,41000,50000,,-2.877521923184395,0.5882139997929334,0.5882139997929334,,,,,,,,,,,,,,,,,,,,,0.9485,0.9760705289672544,0.9597523219814241,0.9678426475179519,0.10836529012065924,0.15245359592405386,0.13659542617229486,0.19176887536234286,0.08057068911130215,0.17339809348510102,0.00032760447392891803,0.005175254872199612,0.05865467438018728,0.07546724312062461,0.10760696818215928,0.15626348935337042,0.011463223791597614,0.01819436271163335,0.02073622661593713,0.03636852117287264,0.047015553454496546,0.06824112263311748
train,41100,50000,0.0001,-3.3564815521240234,0.10925451666116714,0.10925451666116714,-3.3564815521240234,0.011026936583220959,0.019571829587221146,0.039455268532037735,5.259946647129254e-06,2.467569970576733e-07,0.007171561475843191,0.0198457483202219,2.5100856873905286e-05,0.0005032893968746066,0.011649273335933685,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
train,41200,50000,0.0001,-3.3239314556121826,0.1418042778968811,0.1418042778968811,-3.3239314556121826,0.00945333018898964,0.03531453013420105,0.04630501568317413,1.4342585018312093e-05,6.89713814949755e-08,0.007624879013746977,0.041234347969293594,0.00043055086280219257,0.0002651302784215659,0.0011620790464803576,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,41300,50000,0.0001,-3.143286943435669,0.3224489092826843,0.3224489092826843,-3.143286943435669,0.18107618391513824,0.026880059391260147,0.03359295055270195,0.0018860372947528958,6.150367698865011e-05,0.01842997781932354,0.04349725693464279,9.625528764445335e-05,0.008906570263206959,0.008022086694836617,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,41400,50000,0.0001,-3.0582330226898193,0.4075029790401459,0.4075029790401459,-3.0582330226898193,0.12066645920276642,0.05173228308558464,0.03999139741063118,0.04476134106516838,0.04245924577116966,0.03143814951181412,0.005210106261074543,4.6330773329827935e-05,0.04817679896950722,0.02302086167037487,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,41500,50000,0.0001,-3.2044200897216797,0.26131606101989746,0.26131606101989746,-3.2044200897216797,0.06569928675889969,0.03235520049929619,0.04659496247768402,0.012712220661342144,1.1364099918864667e-05,0.023853151127696037,0.029444139450788498,0.00022110980353318155,0.022905616089701653,0.027518989518284798,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,41500,50000,,-2.94884526014328,0.5168906455114484,0.5168906455114484,,,,,,,,,,,,,,,,,,,,,0.9545,0.9756554307116105,0.9678018575851394,0.9717127758781473,0.09519235596937292,0.13274097653878594,0.10872303046309173,0.16306785982248714,0.09713819687580545,0.20826352265136908,0.0014150277379865617,0.025691917136995302,0.05062475681489466,0.06581080152940197,0.09689177230415699,0.13756018867284667,0.01067084242379287,0.016491717903991645,0.020234301306837853,0.03876855552006155,0.044275609572236384,0.06361155631990302
train,41600,50000,0.0001,-3.1499996185302734,0.3157362937927246,0.3157362937927246,-3.1499996185302734,0.11568545550107956,0.045453764498233795,0.04218504577875137,0.009474176913499832,7.089229825396615e-08,0.02003442496061325,0.06817467510700226,0.0026465083938091993,0.0009117598528973758,0.011170390993356705,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,41700,50000,0.0001,-3.305288553237915,0.16044770181179047,0.16044770181179047,-3.305288553237915,0.09985709935426712,0.0183734018355608,0.01173437386751175,1.4141653991828207e-05,2.0010826773386725e-08,0.005156796425580978,0.014609825797379017,6.185787060530856e-05,0.0005289873224683106,0.010111194103956223,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,41800,50000,0.0001,-3.129502058029175,0.33623406291007996,0.33623406291007996,-3.129502058029175,0.0036744154058396816,0.023149479180574417,0.06719458848237991,0.13993044197559357,7.592408655909821e-05,0.02868635021150112,0.038831926882267,0.0006395569653250277,0.025028325617313385,0.009023064747452736,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,41900,50000,0.0001,-3.2850050926208496,0.1807309091091156,0.1807309091091156,-3.2850050926208496,0.05653737485408783,0.02943640761077404,0.020375806838274002,0.010069070383906364,1.106991703636595e-06,0.016419608145952225,0.033673372119665146,0.002101846504956484,0.001202670275233686,0.010913627222180367,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,42000,50000,0.0001,-3.293936014175415,0.17180004715919495,0.17180004715919495,-3.293936014175415,0.0026976827066391706,0.04158235341310501,0.03815975412726402,0.0003115012950729579,1.1565568911464652e-06,0.02162518911063671,0.06001560017466545,0.000499593501444906,0.0005444574635475874,0.006362758111208677,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,42000,50000,,-2.9367787474393845,0.5289571643993258,0.5289571643993258,,,,,,,,,,,,,,,,,,,,,0.9545,0.9680589680589681,0.9758513931888545,0.9719395621338267,0.09832098803283998,0.1343996614303559,0.1052900320835896,0.16153029955319684,0.0855842953126866,0.1860218226304721,0.0016048426229518264,0.027700915715559153,0.0546333370747581,0.07093706102724841,0.09676537294598186,0.140922192187316,0.011508825933704897,0.01767653785980302,0.021276893711219262,0.03881539202997653,0.04788010587264141,0.06658467120111372
train,42100,50000,0.0001,-3.191962718963623,0.27377310395240784,0.27377310395240784,-3.191962718963623,0.13756471872329712,0.029850512742996216,0.03584780916571617,0.0013138949871063232,1.8024371456704102e-05,0.02238273061811924,0.02181541547179222,7.83256400609389e-05,0.0164427999407053,0.008458864875137806,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,42200,50000,0.0001,-3.1564671993255615,0.30926844477653503,0.30926844477653503,-3.1564671993255615,0.08649614453315735,0.05056620016694069,0.047089338302612305,0.013997005298733711,3.929214997810959e-08,0.023732289671897888,0.05985787510871887,0.0036438810639083385,0.0021585356444120407,0.02172716334462166,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,42300,50000,0.0001,-3.045337677001953,0.4203985631465912,0.4203985631465912,-3.045337677001953,0.12748774886131287,0.0633586049079895,0.0603485070168972,0.06289026886224747,0.002080257749184966,0.05624287202954292,0.00694527430459857,2.442972436256241e-05,0.0244158823043108,0.01660468429327011,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,42400,50000,0.0001,-3.2857143878936768,0.18002144992351532,0.18002144992351532,-3.2857143878936768,0.10752817243337631,0.028565876185894012,0.015191715210676193,3.3726107631082414e-06,5.675918846037575e-09,0.010875106789171696,0.007825703360140324,3.455284968367778e-05,0.0002927550522144884,0.009704208001494408,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,42500,50000,0.0001,-3.2289316654205322,0.23680436611175537,0.23680436611175537,-3.2289316654205322,0.06275305896997452,0.021714257076382637,0.02684561349451542,0.03609880805015564,1.5480352431040956e-06,0.025781655684113503,0.042713988572359085,0.00012965092901140451,0.01641293615102768,0.0043528396636247635,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
val,42500,50000,,-2.9196772235631943,0.5460586871951818,0.5460586871951818,,,,,,,,,,,,,,,,,,,,,0.9435,0.9735182849936949,0.9560371517027864,0.9646985317088409,0.09772225470734823,0.13344260569568414,0.10139642869909482,0.15163236619523446,0.09407731578815094,0.197085984762397,0.0008883577013163375,0.013277935931686089,0.0509292999657315,0.06811460964598293,0.09924565956873052,0.1388201779350336,0.010784672030273699,0.01651543350253611,0.01912826660778316,0.03536905608609099,0.044850448401350725,0.06451275053383507
train,42600,50000,0.0001,-3.261323928833008,0.20441195368766785,0.20441195368766785,-3.261323928833008,0.013822400942444801,0.04068206250667572,0.0666598230600357,3.179968916811049e-05,1.859404719084523e-08,0.028286652639508247,0.016493532806634903,5.623069228022359e-05,0.0012501876335591078,0.0371292382478714,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,42700,50000,0.0001,-3.3407716751098633,0.1249641552567482,0.1249641552567482,-3.3407716751098633,0.021723296493291855,0.018138829618692398,0.03141059726476669,0.00012784826685674489,0.00015555637946818024,0.01967562921345234,0.021838108077645302,1.3797922292724252e-05,0.0002755887690000236,0.011604906059801579,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,42800,50000,0.0001,-3.3060734272003174,0.15966260433197021,0.15966260433197021,-3.3060734272003174,0.020993636921048164,0.0369298979640007,0.03425292670726776,5.656802386511117e-05,2.2963126511399423e-08,0.018037758767604828,0.03766021132469177,0.00018176910816691816,0.0010446053929626942,0.010505234822630882,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,42900,50000,0.0001,-3.2199368476867676,0.24579881131649017,0.24579881131649017,-3.2199368476867676,0.09021316468715668,0.03581751883029938,0.03776410594582558,0.011593855917453766,1.1421485623941408e-07,0.02302529290318489,0.031681012362241745,0.00010125616245204583,0.00806440319865942,0.007538101635873318,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,43000,50000,0.0001,-3.221503973007202,0.24423177540302277,0.24423177540302277,-3.221503973007202,0.07976797223091125,0.04007111117243767,0.02039765939116478,0.015327985398471355,3.344582566455756e-08,0.016263704746961594,0.05380140617489815,0.0015240604989230633,0.0005666841170750558,0.016511136665940285,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
val,43000,50000,,-2.9136770302057267,0.5520588866621255,0.5520588866621255,,,,,,,,,,,,,,,,,,,,,0.9485,0.9790874524714829,0.9566563467492261,0.9677419354838709,0.10020076821647561,0.13723031109058442,0.1070763206334306,0.16188930922698272,0.09104378537127847,0.18963666269513177,0.002000111876626502,0.025528418220253552,0.05501224040616039,0.072084749856574,0.09856053314895452,0.1382142880393939,0.009721304905592195,0.015387799561823134,0.019245690178852703,0.0355937327032212,0.04245460888734174,0.060832069379664774
train,43100,50000,0.0001,-3.3392510414123535,0.12648485600948334,0.12648485600948334,-3.3392510414123535,0.0008980092825368047,0.02513541281223297,0.04717816412448883,0.002363826846703887,8.888545562513173e-05,0.012514240108430386,0.024616802111268044,7.417309825541452e-05,0.0005142286536283791,0.013101121410727501,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,43200,50000,0.0001,-3.3007493019104004,0.16498661041259766,0.16498661041259766,-3.3007493019104004,0.07237652689218521,0.022275777533650398,0.030685966834425926,2.815750576701248e-06,1.932011528538169e-08,0.019168687984347343,0.011278736405074596,9.992741979658604e-05,0.0003304622368887067,0.008767690509557724,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,43300,50000,0.0001,-3.34033465385437,0.12540121376514435,0.12540121376514435,-3.34033465385437,0.032581496983766556,0.030290136113762856,0.026555700227618217,1.419824820914073e-05,5.15958049618348e-08,0.013327899388968945,0.015013723634183407,6.603663496207446e-05,0.0003652754530776292,0.0071866936050355434,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,43400,50000,0.0001,-2.5349700450897217,0.9307655692100525,0.9307655692100525,-2.5349700450897217,0.5104129314422607,0.08075457811355591,0.1383582055568695,0.020335728302598,8.211478785824511e-08,0.09175575524568558,0.00825224444270134,2.3008251446299255e-05,0.033136311918497086,0.04773677513003349,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,43500,50000,0.0001,-3.3648152351379395,0.1009206548333168,0.1009206548333168,-3.3648152351379395,0.0028936087619513273,0.022528957575559616,0.014849714934825897,0.007718052715063095,0.0036455602385103703,0.0109244454652071,0.023199738934636116,3.705991184688173e-05,0.0002870329190045595,0.014836485497653484,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
val,43500,50000,,-2.9316428339481355,0.5340930749103427,0.5340930749103427,,,,,,,,,,,,,,,,,,,,,0.9565,0.9739454094292804,0.9721362229102167,0.9730399752091726,0.09762585972300254,0.13432974535263886,0.10042068733150376,0.15262730605928662,0.09783377064270869,0.1982830744130367,0.001716885478134864,0.029618563079194523,0.05445249089884684,0.07074086244207425,0.09765523425750319,0.13734910754339494,0.010958354895352025,0.016739269803321077,0.020676633512641623,0.037401735220889486,0.048266276191262635,0.07013999959358742
train,43600,50000,0.0001,-3.0997118949890137,0.3660242557525635,0.3660242557525635,-3.0997118949890137,0.1857016682624817,0.04672485962510109,0.025639494881033897,0.003960650414228439,7.060619100229815e-05,0.01634269393980503,0.06280498206615448,0.00012955347483512014,0.013461903668940067,0.011187848635017872,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,43700,50000,0.0001,-3.342825174331665,0.12291071563959122,0.12291071563959122,-3.342825174331665,0.008116288110613823,0.0216852854937315,0.02668885886669159,0.007609209045767784,1.2186078492959496e-05,0.017873475328087807,0.022804871201515198,0.00013798412692267448,0.008348370902240276,0.00963419210165739,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,43800,50000,0.0001,-3.370509386062622,0.09522661566734314,0.09522661566734314,-3.370509386062622,0.0007103689131326973,0.01714032143354416,0.015702079981565475,0.00448793638497591,0.008991464041173458,0.016600659117102623,0.025275222957134247,1.9615745259216055e-05,0.0003474945842754096,0.005951446481049061,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,43900,50000,0.0001,-3.31044602394104,0.15528997778892517,0.15528997778892517,-3.31044602394104,0.0004279733111616224,0.039815135300159454,0.05217008292675018,0.004760767333209515,1.7510227507955278e-06,0.00854440312832594,0.041484735906124115,0.0007377630681730807,0.0013575656339526176,0.005989808589220047,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,44000,50000,0.0001,-3.1829745769500732,0.2827617824077606,0.2827617824077606,-3.1829745769500732,0.09661979973316193,0.024758802726864815,0.036658819764852524,0.004780196119099855,2.9072893994452897e-06,0.018067995086312294,0.07938019931316376,4.945983528159559e-05,0.01328639592975378,0.00915718823671341,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
val,44000,50000,,-2.9256155568361284,0.5401203636080026,0.5401203636080026,,,,,,,,,,,,,,,,,,,,,0.9555,0.9709876543209877,0.9739938080495356,0.9724884080370942,0.1030266002235767,0.1431079840805871,0.1120088799403917,0.1726584573264211,0.09069393758803329,0.19898877809802526,0.0021549664599238533,0.03374079272708708,0.053551745193292484,0.07062891882206485,0.10340827607979346,0.14765952771620186,0.011861965437953132,0.01907078416014261,0.020832710619727524,0.039628466480271275,0.047163225936446763,0.07059115452507683
train,44100,50000,0.0001,-3.313891649246216,0.15184439718723297,0.15184439718723297,-3.313891649246216,0.030268175527453423,0.034252360463142395,0.048189472407102585,8.826353223412298e-06,9.900047359678865e-08,0.011841085739433765,0.01733323186635971,3.5567372833611444e-05,0.0004780166200362146,0.009437545202672482,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,44200,50000,0.0001,-3.3258278369903564,0.13990840315818787,0.13990840315818787,-3.3258278369903564,0.033844027668237686,0.02755238115787506,0.02789466083049774,2.264489739900455e-05,1.0652211130945943e-05,0.008114631287753582,0.03349658474326134,2.6103773052454926e-05,0.00033160578459501266,0.008615107275545597,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,44300,50000,0.0001,-3.3100297451019287,0.1557062417268753,0.1557062417268753,-3.3100297451019287,0.02024812437593937,0.01765262521803379,0.03535519540309906,0.03187502548098564,7.187495043581293e-08,0.014003762044012547,0.027588795870542526,2.5210696549038403e-05,0.0057779159396886826,0.00317952036857605,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,44400,50000,0.0001,-3.0905444622039795,0.37519145011901855,0.37519145011901855,-3.0905444622039795,0.10234925150871277,0.07315073907375336,0.059770483523607254,0.0698205754160881,0.00016457494348287582,0.028028840199112892,0.004112847615033388,3.500077946227975e-05,0.017198052257299423,0.020561084151268005,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,44500,50000,0.0001,-3.3436803817749023,0.12205582112073898,0.12205582112073898,-3.3436803817749023,0.020830009132623672,0.017616672441363335,0.01712052710354328,0.02244904451072216,0.0038829639088362455,0.012476867064833641,0.013401780277490616,4.660577906179242e-05,0.0002377461059950292,0.013993605971336365,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
val,44500,50000,,-2.9474512022733688,0.5182847123965622,0.5182847123965622,,,,,,,,,,,,,,,,,,,,,0.9525,0.9755944931163955,0.9653250773993808,0.970432617491441,0.10480977313437329,0.14196135109494468,0.10347224995724558,0.15769681338844502,0.08157559969107803,0.18048375488806734,0.0012649500333118734,0.01832042738222767,0.054268446241738995,0.07101226144258918,0.10088808590044547,0.14180294420481307,0.01077403417001291,0.016702733936535128,0.018816403316870192,0.03714073020175585,0.044157620793894715,0.06601351883436293
train,44600,50000,0.0001,-3.274872303009033,0.19086343050003052,0.19086343050003052,-3.274872303009033,0.0036066698376089334,0.04609328508377075,0.05748457461595535,0.012912667356431484,1.7109202943288437e-08,0.009007591754198074,0.048515740782022476,0.001272955210879445,0.0009987188968807459,0.010971203446388245,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,44700,50000,0.0001,-3.284815788269043,0.18092024326324463,0.18092024326324463,-3.284815788269043,0.10071476548910141,0.010251188650727272,0.02912239357829094,0.0003136904851999134,5.997287189529743e-06,0.014384984038770199,0.01385995838791132,3.537061274982989e-05,0.0006963947671465576,0.01153551135212183,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,44800,50000,0.0001,-3.216616153717041,0.24911969900131226,0.24911969900131226,-3.216616153717041,0.02923768013715744,0.07069152593612671,0.026270749047398567,0.03000706620514393,1.3372918772347475e-07,0.02349747344851494,0.04587826877832413,0.0017735044239088893,0.003000464988872409,0.01876283437013626,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,44900,50000,0.0001,-3.381690740585327,0.08404506742954254,0.08404506742954254,-3.381690740585327,0.0018205192172899842,0.010525938123464584,0.020529797300696373,0.001953218597918749,0.000399830169044435,0.019413338974118233,0.017387541010975838,4.504770913626999e-05,0.0075594037771224976,0.004410436376929283,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,45000,50000,0.0001,-3.0253143310546875,0.440421998500824,0.440421998500824,-3.0253143310546875,0.2280312180519104,0.0684872642159462,0.07244016230106354,3.7327914469642565e-05,2.188317722584543e-07,0.01792360655963421,0.025413181632757187,8.90385708771646e-05,0.001033403561450541,0.026966575533151627,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
val,45000,50000,,-2.9544070214033127,0.5113288943842054,0.5113288943842054,,,,,,,,,,,,,,,,,,,,,0.956,0.9751088985687617,0.9702786377708978,0.9726877715704532,0.0952754489777627,0.13284625584186868,0.10182121862937053,0.15049309290636356,0.0902352160713621,0.19787067254560417,0.0009866639187461452,0.01716557040268912,0.04898883392198167,0.06397913277531801,0.09760363825334484,0.13704024619937805,0.011005351535872133,0.01679796452228869,0.020127808611736207,0.03778644807566783,0.04558196295710171,0.06492645184884306
train,45100,50000,0.0001,-2.817864418029785,0.6478714942932129,0.6478714942932129,-2.817864418029785,0.03737959638237953,0.027359532192349434,0.01739639602601528,0.49192938208580017,9.341433155896084e-07,0.014180346392095089,0.041580960154533386,8.555088425055146e-05,0.00969639327377081,0.008262387476861477,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,45200,50000,0.0001,-3.3862152099609375,0.0795205608010292,0.0795205608010292,-3.3862152099609375,0.0027731317095458508,0.016360709443688393,0.019359329715371132,0.00029207582701928914,6.522415333165554e-06,0.013025260530412197,0.011796618811786175,0.00012350823089946061,0.00045168548240326345,0.015331712551414967,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,45300,50000,0.0001,-3.2537999153137207,0.21193590760231018,0.21193590760231018,-3.2537999153137207,0.11475138366222382,0.015618654899299145,0.036295246332883835,0.0001402087218593806,1.1641235531101302e-08,0.007848133333027363,0.017126552760601044,8.340430213138461e-05,0.0007749059004709125,0.019297422841191292,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,45400,50000,0.0001,-3.201303243637085,0.2644329369068146,0.2644329369068146,-3.201303243637085,0.10504066199064255,0.03788496553897858,0.0630883276462555,0.00040879330481402576,3.0394605801120633e-06,0.012470248155295849,0.019439086318016052,0.0002682848135009408,0.000943611899856478,0.024885933846235275,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,45500,50000,0.0001,-3.3693807125091553,0.09635529667139053,0.09635529667139053,-3.3693807125091553,0.03285452350974083,0.012333699502050877,0.01772327907383442,0.000498735869769007,0.00024824540014378726,0.006422144826501608,0.017635736614465714,2.5017474399646744e-05,0.00021679577184841037,0.008397108875215054,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
val,45500,50000,,-2.9312039858102796,0.5345319194346666,0.5345319194346666,,,,,,,,,,,,,,,,,,,,,0.956,0.9704251386321626,0.9752321981424149,0.9728227300802964,0.10083413475622703,0.1387190822041472,0.10828803056164792,0.16514412451323227,0.08730093401282933,0.1768840687557303,0.0013607679874904385,0.021069142680821714,0.05478381143634902,0.0723879847914776,0.1032194398966367,0.14920379887457721,0.011228157473791495,0.017459821514816808,0.019871448010390758,0.03859087541592132,0.045638332758156507,0.06810814586416217
train,45600,50000,0.0001,-3.191831350326538,0.2739044725894928,0.2739044725894928,-3.191831350326538,0.11381778120994568,0.043206702917814255,0.01869015581905842,0.005351200234144926,1.788038389349822e-05,0.029128968715667725,0.045785631984472275,0.00011591606744332239,0.0066079143434762955,0.01118233148008585,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,
train,45700,50000,0.0001,-3.2912254333496094,0.17451037466526031,0.17451037466526031,-3.2912254333496094,0.016374999657273293,0.029409853741526604,0.042816922068595886,0.015919195488095284,1.7045602362486534e-05,0.014455084688961506,0.03179721534252167,9.658322233008221e-05,0.015703914687037468,0.007919548079371452,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,45800,50000,0.0001,-3.3534388542175293,0.1122971847653389,0.1122971847653389,-3.3534388542175293,0.029692914336919785,0.02314954251050949,0.01898173615336418,1.1520235602802131e-05,2.496444651001184e-08,0.012603875249624252,0.018829012289643288,2.0599101844709367e-05,0.00022410816745832562,0.008783860132098198,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
